Name,State,Year
Clarence Lemuel Maynard,Virginia,1939
Walter W. Willis,Virginia,1939
"William M. ""Will"" Coward",Virginia,1939
Michael Aloisio,Virginia,1939
John A. Tibbs,Virginia,1940
Urshell Thomas Mayo,Virginia,1941
Berchman L. White,Virginia,1941
Frank Lightner Armstrong,Virginia,1941
William Stafford Tinsley,Virginia,1942
Marvin Luther Farmer,Virginia,1942
Abb Kimball Fleming,Virginia,1943
Robert B. Hatchell,Virginia,1943
"Franklin Augustus Davis, Sr.",Virginia,1943
Claude Thomas Parks,Virginia,1943
Ralph Keesee Ghivizzani,Virginia,1943
Robert F. Dunn,Virginia,1943
John Jefferson Johnston,Virginia,1945
John Fulton Woods,Virginia,1946
Charles Nelson Doughty,Virginia,1946
Lewis Ray Beddow,Virginia,1946
George W. Perkins,Virginia,1946
William Hawthorne Andrews,Virginia,1946
"Strother W. ""Ted"" Lewis, Sr.",Virginia,1947
Robert Elvin Caldwell,Virginia,1948
Welford Early Green,Virginia,1948
Curtis Rucker Mason,Virginia,1948
Mayner Cleve Lambert,Virginia,1948
Robert B. Harris,Virginia,1948
Joseph Benjamin Thomas,Virginia,1950
Robert Edward Porter,Virginia,1950
Harry Lee Harris,Virginia,1950
Floyd Fenwick Vincent,Virginia,1950
Robert Wright Smith,Virginia,1951
Wallace Monroe Simpson,Virginia,1951
Thomas Wolfe,Virginia,1952
Daniel E. Hobbs,Virginia,1952
John Henry Posenau,Virginia,1952
Cecil Bernis Bays,Virginia,1952
Carlton J. Byrd,Virginia,1952
William T. Swafford,Virginia,1952
Charles E. Porteus,Virginia,1952
Walter Sinton Parrish,Virginia,1953
"Hezekiah Little, Jr.",Virginia,1953
Talbot D. Barrow,Virginia,1953
"Joseph Asbury Dennis, Jr.",Virginia,1953
Clifton Hawes White,Virginia,1954
"Robert Louis Loder, Jr.",Virginia,1954
Ralph S. Wolfe,Virginia,1954
Robert Fulton Giles,Virginia,1954
Bill Hugh Broadwell,Virginia,1954
Russell C. Pettie,Virginia,1954
Horis Hawkins Repass,Virginia,1955
Ira Milburn Skeen,Virginia,1955
"Henry Murray Brooks, Jr.",Virginia,1956
"J. Holland Thomas, Sr.",Virginia,1956
Stuart Jackson Edwards,Virginia,1956
McCarthy Taylor,Virginia,1957
James W. Crowder,Virginia,1957
Lamont Edwards,Virginia,1957
Louis E. Spry,Virginia,1958
Robert Marmaduke Johnson,Virginia,1958
William Warren Lassiter,Virginia,1958
John J. Nobrega,Virginia,1958
Manuel Walker Trenary,Virginia,1959
Robert C. Hill,Virginia,1959
Bobby G. Padgett,Virginia,1959
David Thomas Robertson,Virginia,1960
Roy M. Trimm,Virginia,1960
Benjamin Pope Myrick,Virginia,1960
"Francis Edward ""Red"" Lindsay",Virginia,1960
"Jonathan Elkanah ""Caney"" Boyd",Virginia,1960
"George Robert Lillard, Jr.",Virginia,1960
Orville McNish,Virginia,1960
Thomas E. Kittinger,Virginia,1961
Robert Courtland Wash,Virginia,1961
Courtney Wayne Cook,Virginia,1961
Clarence Eugene Small,Virginia,1961
"Charles Eugene ""Gene"" Morris",Virginia,1962
Luther K. Nuckols,Virginia,1962
Bernard Trevor Lankford,Virginia,1962
Ralph M. Steed,Virginia,1962
William Peterson,Virginia,1962
James W. Baber,Virginia,1962
James Alfred Brent,Virginia,1963
Melvin S. Shelton,Virginia,1963
William Franklin Mines,Virginia,1964
Eugene Yoakum,Virginia,1964
Arthur J. Chorovich,Virginia,1964
Roy Glen Wright,Virginia,1964
Eulis Breeding,Virginia,1964
Joseph B. Jennings,Virginia,1965
James C. Vanneter,Virginia,1965
Hugh Lucas Johnson,Virginia,1965
Jerry Edwin Trimmer,Virginia,1966
David W. Carpenter,Virginia,1967
"Eugene Hollins, Sr.",Virginia,1967
Jack Sargent,Virginia,1967
Warren Yokely Harless,Virginia,1968
Robert R. Monette,Virginia,1968
Earl Phillips Wilkins,Virginia,1968
Raymond B. Smith,Virginia,1968
Roger L. McClung,Virginia,1968
"John S. Thomas, Jr.",Virginia,1969
Eugene Bradburn McBride,Virginia,1969
William Harvey Austin,Virginia,1969
"Earley Edward Blount, Sr.",Virginia,1969
Jackie Monroe Bussard,Virginia,1970
Wallace Earl Nesbitt,Virginia,1970
John Thomas Young,Virginia,1970
Donald Edward Lovelace,Virginia,1970
William Howard Thompson,Virginia,1970
David A. Cooper,Virginia,1970
Joel L. Powers,Virginia,1970
Dabney Slayden,Virginia,1970
Raul M. Monte,Virginia,1971
"Harry Charlton, III",Virginia,1971
Samuel Anderson Pickels,Virginia,1971
Robert J. Bouchard,Virginia,1971
John Henry Walter,Virginia,1972
Donald Wyatt Gentry,Virginia,1972
"Lewis Willard ""Kit"" Hurst, Jr.",Virginia,1972
William F. Gilbert,Virginia,1972
Allen Cooke Flippo,Virginia,1972
"Israel Peter Gonzalez, Sr.",Virginia,1972
Conrad Lee Birney,Virginia,1972
"Paul Thomas ""Pete"" White, Jr.",Virginia,1973
"Edwin Hugh Stephenson, Jr.",Virginia,1974
Leaward Robert Rich,Virginia,1974
Ray Pierce Gallimore,Virginia,1974
Emery Grant Mabry,Virginia,1974
James Read Hughes,Virginia,1974
Paul Herbert Salyer,Virginia,1975
Claude Everett Seymour,Virginia,1975
"Willis Herman Ferguson, Sr.",Virginia,1975
"Arthur Owens, Jr.",Virginia,1975
Mark Curtis DeCuypere,Virginia,1975
Ronald A. Barnes,Virginia,1975
E. Allen Wakefield,Virginia,1975
Bernard Walter Wright,Virginia,1976
"Garland West Fisher, Jr.",Virginia,1976
Wayne Byron Stoutamyer,Virginia,1976
Russell McCurry,Virginia,1976
Maynard Lynwood Cubbage,Virginia,1977
John Whiteoak Buckley,Virginia,1977
Karen Jean Bassford,Virginia,1977
Robert Tinsley Lohr,Virginia,1978
Barry Wayne Maham,Virginia,1978
Earl Marlin Heisler,Virginia,1978
Penwood Holmes Cherrywell,Virginia,1978
Michael P. Connors,Virginia,1979
William Douglas Black,Virginia,1979
Jimmy Wayne Mobley,Virginia,1979
Ford T. Humphrey,Virginia,1980
Stephen Samuel Douros,Virginia,1980
"Donald C. Benson, Sr.",Virginia,1981
Daniel T. Maloney,Virginia,1981
Robin Lee Farmer,Virginia,1981
William Gene Truesdale,Virginia,1981
Dennis Jerome Roberts,Virginia,1981
"John Henry Cherry, Jr.",Virginia,1982
"Rodolfo Felix Guillen, Jr.",Virginia,1982
"Joseph M. Weth, Jr.",Virginia,1982
William Douglas Oyler,Virginia,1982
Rodney Dean Grimes,Virginia,1983
John E. Rafter,Virginia,1983
Dennis M. Smedley,Virginia,1983
"Clifford Warner Scott, Jr.",Virginia,1983
Johnny Rush Bowman,Virginia,1984
Robert T. Hicks,Virginia,1984
"George Melvin Brown, Sr.",Virginia,1984
"Garland Lindwood Joyner, Jr.",Virginia,1984
Lonnie Lewis Freeman,Virginia,1984
Douglas Eric Drye,Virginia,1984
James Leroy Biggs,Virginia,1984
"John C. Thomas, III",Virginia,1984
Donald A. Stillman,Virginia,1984
"Harvey Glenn Lawson, Jr.",Virginia,1985
Leo Whitt,Virginia,1985
Barry Lee Pendrey,Virginia,1985
David W. Rickman,Virginia,1986
Ricky Marshall McCoy,Virginia,1986
George Ronald Taylor,Virginia,1986
Harry Lee Henderson,Virginia,1987
"Alexander McKie Cochran, III",Virginia,1987
Richard Lee Samuels,Virginia,1988
John Lee Martin,Virginia,1988
Paul Edward Grubb,Virginia,1989
"Thomas Edward Felton, Jr.",Virginia,1989
Jerry Lynn Hines,Virginia,1989
Charles William Hill,Virginia,1989
"William Elroy Reynolds, Jr.",Virginia,1990
Philip Michael Pennington,Virginia,1990
"Charles Ebert Murray, Jr.",Virginia,1990
George Wayne Starr,Virginia,1991
William Patrick Farrell,Virginia,1991
Fred Wayne Robinson,Virginia,1992
Jose M. Cavazos,Virginia,1993
Terry Lee Singleton,Virginia,1993
Larry Douglas Bland,Virginia,1994
John Patrick Harris,Virginia,1994
Terry Lynn Griffith,Virginia,1994
Clifford Ernest Dicker,Virginia,1994
Kenneth E. Wallace,Virginia,1994
Steven Robert Rutherford,Virginia,1994
Daniel E. Eaker,Virginia,1995
Henry Noel Harmon,Virginia,1995
Charles Barton,Virginia,1995
Gregory Patton Fleenor,Virginia,1996
Craig Lamont Brooks,Virginia,1998
"William Herman Edwards, III",Virginia,1998
Jessica Jean Cheney,Virginia,1998
"Thomas Francis ""Mongo"" McMahon",Virginia,1998
"Allen William Gibson, Jr.",Virginia,1998
William Henry Burtt,Virginia,1998
Craig William Rath,Virginia,1999
Daniel Lee Williams,Virginia,1999
Ricky Lee Timbrook,Virginia,1999
James B. Gilbert,Virginia,2001
Tommy F. Bernal,Virginia,2001
Charles Mark Cosslett,Virginia,2002
"Robert Eugene Frazier, Jr.",Virginia,2002
Frankie Lynn Betterton,Virginia,2002
Michael Todd Blanton,Virginia,2003
Rodney Lee Davis,Virginia,2003
Ryan Eugene Cappelletty,Virginia,2003
Scott Allen Hylton,Virginia,2003
Andre Gerard Booker,Virginia,2003
Rodney Fredderick Pocceschi,Virginia,2003
Sheila Herring,Virginia,2003
Douglas Edward Wendel,Virginia,2003
"Terry Lee Barker, Sr.",Virginia,2004
Courtney Lamont Dickerson,Virginia,2005
"William Andrew ""Drew"" Henley",Virginia,2005
Gary Alan Hoffman,Virginia,2005
Michael Kevin Saffran,Virginia,2005
"James Edward ""Bo"" Weaver",Virginia,2005
"John Walter Sanford, Jr.",Virginia,2005
Richard Lee Spaulding,Virginia,2005
Stanley Cornell Reaves,Virginia,2005
Vicky Anne Owen Armel,Virginia,2006
Kevin Carder Manion,Virginia,2006
Michael E. Garbarino,Virginia,2006
"William Henry Tiedeman, Jr.",Virginia,2006
Charles Aubrey Fisher,Virginia,2006
Eric E. Sutphin,Virginia,2006
"Robert Earl ""Robbie"" Green",Virginia,2006
"Robert A. Hill, Sr.",Virginia,2006
Gary Jonathan Buro,Virginia,2006
Seneca Bailey Darden,Virginia,2006
Jason Lee Saunders,Virginia,2007
Jason Edward Mooney,Virginia,2007
Michael Smith Phillips,Virginia,2008
Todd Allen Bahr,Virginia,2008
Jarrod Brent Shivers,Virginia,2008
Francis Joseph Stecco,Virginia,2008
Christopher Kent Paschal,Virginia,2009
Christopher Darby Ray,Virginia,2009
Chadwick Alan Carr,Virginia,2009
Caroline Green,Virginia,2010
Mark David Barrett,Virginia,2010
Dean Ridings,Virginia,2010
Shawnelle Hess,Virginia,2010
Adam Maynard Bowen,Virginia,2011
Deriek W. Crouse,Virginia,2011
William Ezra Stiltner,Virginia,2011
"Morton ""Morty"" Ford",Virginia,2011
Timothy Brian Schock,Virginia,2011
Cameron Neil Justus,Virginia,2011
Andrew David Fox,Virginia,2012
Chris Yung,Virginia,2012
Michael Christopher Walizer,Virginia,2012
William Kevin Snow,Virginia,2012
Billy Ray Grimsley,Virginia,2013
Junius Alvin Walker,Virginia,2013
Bryan Marshall Berger,Virginia,2014
"Percy Lee House, III",Virginia,2014
Brian Wayne Jones,Virginia,2014
Nathan-Michael William Smith,Virginia,2015
"Harvey Snook, III",Virginia,2016
Chad Phillip Dermyer,Virginia,2016
Ashley Marie Guindon,Virginia,2016
Curtis Allen Bartlett,Virginia,2017
Michael Timothy Walter,Virginia,2017
Berke Morgan Matthew Bates,Virginia,2017
"Henry John ""Jay"" Cullen, III",Virginia,2017
Hunter Anderson Edwards,Virginia,2018
Lucas Bartley Dowell,Virginia,2019
Robert Charles Sunukjian,Virginia,2020
Katherine Mary Thyne,Virginia,2020
Angelanette Moore,Virginia,2020
Charles Wayne Catron,Virginia,2021
John Gregory Blankenship,Virginia,2021
James Anthony Sisk,Virginia,2021
Jose Ramon Rivera,Virginia,2021
Michael D. Chandler,Virginia,2021
"Frederick Henry ""Butch"" Cameron, Jr.",Virginia,2021
Bonnie Nicole Jones,Virginia,2021
Dominic Jared Winum,Virginia,2021
John Painter,Virginia,2022
John Joseph Donohue,Virginia,2022
Malek Z. Majzoub,Virginia,2022
Trey Marshall Sutton,Virginia,2022
Caleb D. Ogilvie,Virginia,2022
Wesley F. Cherry,Washington,1854
William W. Armstrong,Washington,1864
Horace P. Stewart,Washington,1867
David M. Sires,Washington,1881
Louis V. Wyckoff,Washington,1882
Robert J. Rusk,Washington,1886
Ephraim John Hubbard,Washington,1886
Edward F. Whittier,Washington,1888
George W. Poor,Washington,1891
Minor Cudihee,Washington,1892
William B. Spencer,Washington,1892
William Jeffery,Washington,1894
Louis A. Conlee,Washington,1895
James L. Wells,Washington,1897
Thomas L. Roberts,Washington,1898
Silas W. Smith,Washington,1901
Enoch E. Breece,Washington,1902
Charles Raymond,Washington,1902
Cornelius Rowley,Washington,1902
David B. Morrell,Washington,1903
James C. A. Parsons,Washington,1903
Albert C. Schaneman,Washington,1903
Henry A. Stotko,Washington,1905
Michael D. Glover,Washington,1906
Joseph Holzhey,Washington,1906
Forest Perry,Washington,1906
John S. Wright,Washington,1908
Harry E. Miller,Washington,1908
Alfred B. Waterbury,Washington,1909
William H. Smith,Washington,1910
Jack G. Deitrick,Washington,1910
Matthias H. Rude,Washington,1910
Henry Lee Harris,Washington,1911
Audley Anderson Galbraith,Washington,1911
Judson P. Davis,Washington,1911
John T. Sullivan,Washington,1911
William Henry Cunliffe,Washington,1911
William L. Terry,Washington,1911
James M. Bennett,Washington,1911
John McInnis,Washington,1911
Grant L. Dickinson,Washington,1912
Albert V. Elmer,Washington,1912
John B. Eastep,Washington,1912
Colin M'Kenzie,Washington,1912
Frank Welch,Washington,1912
Charles James Lathrop,Washington,1913
Fred Arthur Wilson Goddard,Washington,1913
Lewis Blair,Washington,1913
Arthur K. Ruckart,Washington,1914
Lawrence E. Kost,Washington,1915
Michael F. Tynan,Washington,1916
Charles O. Curtiss,Washington,1916
Ernest E. Buckley,Washington,1916
Jefferson F. Beard,Washington,1916
John F. Weedin,Washington,1916
Robert R. Wiley,Washington,1916
John M. Wannenwetsch,Washington,1917
Edwin Wilson,Washington,1919
John M. Haney,Washington,1919
William D. Nelson,Washington,1920
John H. Fox,Washington,1920
Nicholas Koleski,Washington,1920
John Greer,Washington,1920
Robert Carl Scott,Washington,1920
James J. O'Brien,Washington,1921
Mahlon Pascal Johnson,Washington,1921
Neil McMillan,Washington,1921
James Franklin Chatfield,Washington,1921
Volney L. Stevens,Washington,1921
William T. Angle,Washington,1921
Willfred E. Rorisen,Washington,1922
Frederick A. Germain,Washington,1922
Charles O. Legate,Washington,1922
Vernon G. Fortin,Washington,1923
Arthur B. Luntsford,Washington,1923
William J. Hillyer,Washington,1923
Robert L. Litsey,Washington,1924
Amos J. Comer,Washington,1924
William A. Nelson,Washington,1924
Lee Huffman,Washington,1925
William Wickman,Washington,1925
Dolar LaPlant,Washington,1925
Irving M. Thorsvig,Washington,1926
Cornelius R. Pake,Washington,1926
Edward Jarrish,Washington,1926
Percy Z. Brewster,Washington,1927
Lester Wood,Washington,1927
Louis Alvin Sizemore,Washington,1927
Alva Tucker,Washington,1927
James S. Smith,Washington,1928
Emery Ray Sherard,Washington,1928
Valentine J. McDavis,Washington,1928
Lyle Florian Tracy,Washington,1928
Fred Ivey,Washington,1928
Conard C. Tolson,Washington,1929
Henry Douglas Cossmann,Washington,1929
Edward Luton,Washington,1929
Roy Fordyce,Washington,1929
Gene W. Perry,Washington,1930
Otto Brown,Washington,1930
William H. Pautzke,Washington,1930
Walter G. Cottle,Washington,1930
George Thomas Warring,Washington,1931
William J. Maguire,Washington,1931
Harry E. S. Williams,Washington,1931
John L. Wormell,Washington,1931
Ellsworth W. Cordes,Washington,1932
"Herbert W. ""Bert"" Minnick",Washington,1932
Edward Baltimore Vogel,Washington,1932
Ralph H. Ahner,Washington,1932
Carl Strom,Washington,1933
Charles E. Copeland,Washington,1933
Steven S. Watson,Washington,1934
John S. Donlan,Washington,1934
Herbert L. Briggs,Washington,1934
Daniel L. Blankenship,Washington,1934
Loren G. Ray,Washington,1934
Harry Storem,Washington,1935
Frank Chadwick,Washington,1935
Theodore E. Stevens,Washington,1935
Trent A. Sickles,Washington,1935
Albert L. Lemley,Washington,1935
Thomas Charles Meehan,Washington,1935
Olof F. Wilson,Washington,1935
"George Conniff, Sr.",Washington,1935
Frank Liedloff,Washington,1936
Charles Creighton Clarke,Washington,1936
Con B. Anderson,Washington,1936
Carlton Mason Stearns,Washington,1936
Seth Riving Jackson,Washington,1937
Ora E. Stoner,Washington,1937
John James Arthur Cobain,Washington,1938
Allen E. Ludden,Washington,1938
John Henry Miller,Washington,1939
Paul R. Blankenship,Washington,1940
Robert William Dawson,Washington,1940
Martin J. Joyce,Washington,1941
Lawrence Bunce,Washington,1941
Paul Andrew Trent,Washington,1941
Arthur T. Varco,Washington,1941
John H. Gulden,Washington,1942
George P. Lancaster,Washington,1943
Sherman J. Handron,Washington,1943
Fred Hickson,Washington,1944
Thomas J. Hanlin,Washington,1945
Frederick H. Hull,Washington,1945
John Gilbert Hilsinger,Washington,1945
John Frederick Mines,Washington,1946
Oswald J. Anderson,Washington,1946
"George H. Yeaman, Jr.",Washington,1946
George Avery Boice,Washington,1946
Jake Guns,Washington,1947
William T. Rumble,Washington,1947
John C. Johnsen,Washington,1948
Francis P. Konen,Washington,1948
"John T. Clancy, Jr.",Washington,1949
Paul H. Johnson,Washington,1949
Levi M. Parnell,Washington,1949
Gilbert W. Gallagher,Washington,1949
Harry W. Vosper,Washington,1949
Elbert R. Claar,Washington,1949
Ivan Belka,Washington,1951
Donald R. Campbell,Washington,1951
Norman F. Silkworth,Washington,1952
John F. Wright,Washington,1953
Donald A. Armeni,Washington,1954
Frank W. Hardy,Washington,1954
Alva M. Jackson,Washington,1955
James C. Brizendine,Washington,1955
Albert B. Davis,Washington,1956
Eugene A. Bolstad,Washington,1957
Lief Ben Overdahl,Washington,1957
Ernest Runke,Washington,1957
Ernest E. Eichhorn,Washington,1958
"Ronald R. ""Dick"" Rhodes",Washington,1959
Victor Cusworth,Washington,1959
John Welton Rice,Washington,1960
Wesley H. Whittenberg,Washington,1960
Walter Rupert Little,Washington,1961
Joseph M. O'Connor,Washington,1961
Arthur Wayne Skaar,Washington,1966
William Donald Arndt,Washington,1966
David P. Richards,Washington,1967
Lee D. Birdsell,Washington,1968
Eugene S. Jennings,Washington,1968
Robert R. Allshaw,Washington,1968
Clarence C. Johnson,Washington,1968
John E. Bartlett,Washington,1968
Robert D. Ward,Washington,1969
William Warfield,Washington,1970
Edward O. Kanz,Washington,1971
Charles Frank Noble,Washington,1972
Fred Douglas Carr,Washington,1973
Joseph B. Modlin,Washington,1974
Thomas L. Hendrickson,Washington,1974
James Melvin Forbes,Washington,1974
James Howard St. DeLore,Washington,1974
Jerry Lee Wyant,Washington,1976
Danny Kerr Vaughn,Washington,1976
Martin S. Sowders,Washington,1976
Dorian Lee Halvorson,Washington,1976
Larry Leland Frost,Washington,1977
Kenneth J. Moran,Washington,1978
Larry Dean Duronso,Washington,1978
Dennis R. Allred,Washington,1978
John H. Dowies,Washington,1978
Roger G. Sanders,Washington,1978
Douglas Orville Krenz,Washington,1978
William Cross,Washington,1979
Donald Martin Burke,Washington,1980
Alan M. Hultgren,Washington,1981
George H. Rupp,Washington,1981
John W. Rolcik,Washington,1982
Samuel A. Hicks,Washington,1982
Brian Frederick Orchard,Washington,1983
Michael L. Raburn,Washington,1984
Nicholas Norman Davis,Washington,1984
Winfield Scott Edie,Washington,1984
Terry L. Hoffer,Washington,1984
Craig Alan Nollmeyer,Washington,1985
Michael Steven Erdahl,Washington,1985
Richard D. Glass,Washington,1985
Glenda Darlene Thomas,Washington,1985
Dale E. Eggers,Washington,1985
Larry W. Walker,Washington,1986
Richard Alfred Snider,Washington,1986
Michael J. McNabb,Washington,1986
William Joseph Heffernan,Washington,1987
James S. Gain,Washington,1987
Robbin B. Best,Washington,1987
Ronald A. Parker,Washington,1987
Clifford R. Hansell,Washington,1987
John Robert Saxerud,Washington,1987
Jack G. Martin,Washington,1988
Raymond L. Hawn,Washington,1990
"Richard S. Cochran, II",Washington,1991
Dennis Wayne Bryant,Washington,1991
Steven Lee Frink,Washington,1993
Antonio Martinez Terry,Washington,1994
James Kenneth Kinard,Washington,1994
John Bananola,Washington,1995
Kenneth Leslie Davis,Washington,1995
William Francis Lowry,Washington,1997
James LaDow Davis,Washington,1998
Michael W. Marshall,Washington,1998
Melvin Royce Journey,Washington,1999
James E. Saunders,Washington,1999
Mark William Brown,Washington,1999
Brian Michael DiBucci,Washington,1999
Catherine E. Secor,Washington,2000
Wallace Edward Davis,Washington,2000
Steven J. Underwood,Washington,2001
Matt Herzog,Washington,2001
Richard Anthony Herzog,Washington,2002
Gary R. Lindell,Washington,2002
James Joseph Slater,Washington,2003
Patrick Martin Maher,Washington,2003
Matthew John Lane,Washington,2003
Saul Gallegos,Washington,2003
James Gordon Lewis,Washington,2004
Bradley W. Crawford,Washington,2004
"Jackson Vernon ""Jack"" Lone",Washington,2005
Joselito Alvarez Barber,Washington,2006
"Edwanton Allen ""Eddie"" Thomas",Washington,2006
Steven E. Cox,Washington,2006
Peter D. Garland,Washington,2007
Michael Estes,Washington,2007
Anne Marie Jackson,Washington,2008
Nelson Kai Ng,Washington,2008
"Stephen Michael Gallagher, Jr.",Washington,2009
"Ronald Wilbur Owens, II",Washington,2009
Mark Joseph Renninger,Washington,2009
Timothy Q. Brenton,Washington,2009
"Walter Kent Mundell, Jr.",Washington,2009
Gregory James Richards,Washington,2009
Tina Gail DeLong-Griswold,Washington,2009
Brian Michael Walsh,Washington,2010
John Mark Bernard,Washington,2010
Jayme Lee Biendl,Washington,2011
Shandon Wright,Washington,2011
Tony Vian Radulescu,Washington,2012
"Sean Michael O'Connell, Jr.",Washington,2013
"Derek Andrew ""Chip"" Hansen",Washington,2014
Rick Lee Silva,Washington,2015
Brent L. Hanger,Washington,2015
Reginald Jake Gutierrez,Washington,2016
Derrick William Focht,Washington,2017
Randall Scott Gibson,Washington,2017
"Suzanne ""Renee"" Padgett",Washington,2018
Diego Moreno,Washington,2018
Daniel Alexander McCartney,Washington,2018
Justin Richard DeRosier,Washington,2019
"Jon David ""JD"" Anderson",Washington,2019
Cooper Andrew Dyson,Washington,2019
Ryan Shane Thompson,Washington,2019
Michael Franklin Knapp,Washington,2019
David Alan Christensen,Washington,2020
Daryl Wayne Shuey,Washington,2020
Berisford Anthony Morse,Washington,2020
Jon Michael Melvin,Washington,2020
Justin Robert Schaffer,Washington,2020
Daniel Glenn Oaks,Washington,2020
Reginald Bernard Thomas,Washington,2020
Kurtis James Enget,Washington,2020
Jonathan Paul Shoop,Washington,2020
Alexandra Brenneman Harris,Washington,2021
Eric Thomas Gunderson,Washington,2021
"Darryl ""Scout"" Goodrich, Jr.",Washington,2021
Jeremy Robert Brown,Washington,2021
Gabriel Kyle Forrest,Washington,2021
Jordan Jackson,Washington,2022
Donald Sahota,Washington,2022
Dominique Calata,Washington,2022
